sub_id,roi,time,global_baseline_energy,global_evoked_energy,global_effect_size
id_100206,100,376,903.32727697413,809.7916488427038,0.000315019677049
id_100206,100,377,760.4259401603086,646.5715423986168,0.0003084873983719
id_100206,100,378,608.2377922268884,497.9373512260634,0.0003206058010882
id_100206,100,379,471.9299723108775,373.81954096145296,0.0003441500984235
id_100206,100,380,362.41868814609654,282.02152128482595,0.000320621517758
id_100206,100,381,279.40467605167885,218.20291168671056,0.000301639747805
id_100206,100,382,218.0175076194535,172.66582449948652,0.0003056121046281
id_100206,100,383,175.21139569343637,145.86383744838952,0.0002921570815003
id_100206,100,384,151.97156176749183,139.2421872896386,0.0002826667197372
id_100206,100,385,150.5129435165941,153.14718064292475,0.0002992427783833
id_100206,100,386,169.3481108861606,184.51309326076856,0.0003169222355448
id_100206,100,387,200.30344875307748,218.90353040459996,0.000265669820749
id_100206,100,388,230.88071098455347,242.702222936058,0.0002585969946597
id_100206,100,389,251.35255420465268,253.48990383626972,0.0002702425099091
id_100206,100,390,259.86406194193984,254.05739091679655,0.0002536012357677
id_100206,100,391,261.0220970779218,253.80001608850517,0.0002629213040757
id_100206,100,392,262.4671047384802,261.7826092698947,0.0002600279260382
id_100206,100,393,274.25686056223674,292.68882804931945,0.0002463162676202
id_100206,100,394,309.1649893707283,355.3790774480649,0.0002315536267199
id_100206,100,395,379.52143420835887,454.3932976322026,0.000217179098932
id_100206,100,396,489.0606137453916,580.2761846750507,0.0002030795340838
id_100206,100,397,623.6427702866416,694.3937245135954,0.0002053701424183
id_100206,100,398,749.394980134533,758.4568304682114,0.0002205669235886
id_100206,100,399,823.8975993727,751.1252913855142,0.0002115236244176
id_100206,100,400,815.6180640904261,666.887325210945,0.0002295935560966
id_100206,100,401,720.2787685834669,525.3758257402499,0.0002368907656323
id_100206,100,402,564.9649140904006,373.4541983443039,0.000237823939248
id_100206,100,403,397.4070081536984,251.75093281469535,0.0002375979893109
id_100206,100,404,266.0134545118643,191.72734847233417,0.0002332612673459
id_100206,100,405,200.83523617293037,192.51270037172876,0.000268989004711
id_100206,100,406,204.53918148451237,243.1703389359119,0.0002946544928484
