task,sub,t1_ec,t1_fc,p_spin,best_seed_net
SOCIAL,123420,0.7525228282676766,0.6300714379464871,0.000999000999000999,Default
EMOTION,123420,0.7317251982824893,0.6183687398046237,0.000999000999000999,Vis
LANGUAGE,123420,0.814131400821255,0.708911555697223,0.000999000999000999,Default
MOTOR,123521,0.7904276901730636,0.6290600566253538,0.000999000999000999,SomMot
WM,123521,0.7458832242701515,0.5158937243357771,0.000999000999000999,DorsAttn
GAMBLING,123521,0.8002784392402451,0.6259117244482778,0.000999000999000999,Cont
RELATIONAL,123521,0.7848722179513622,0.6546680291751823,0.000999000999000999,Vis
SOCIAL,123521,0.8269157932237077,0.7091997449984062,0.000999000999000999,Default
EMOTION,123521,0.8188566178538615,0.6370271689198057,0.000999000999000999,Vis
LANGUAGE,123521,0.8189198057487858,0.6829520184501152,0.000999000999000999,Default
